name,address,category,lat,lon,query
Беларусбанк,"Витебск, ул. Берестеня, 7, отдел №200/2005",,55.198189,30.23976,банкомат
Беларусбанк,"Витебск, ул. Лазо, 119, отдел №200/2033",,55.200525,30.26429,банкомат
Приорбанк,"Витебск, просп. Фрунзе, 80, корп. 1, магазин ""Витебские продукты""",,55.195537,30.244685,банкомат
Белинвестбанк,"Витебск, просп. Фрунзе, 56",,55.194515,30.233358,банкомат
Белинвестбанк,"Витебск, ул. Терешковой, 30, УЗ ""Витебская центральная поликлиника""",,55.193558,30.248929,банкомат
Банк Дабрабыт,"Витебск, просп. Фрунзе, 35, корп. 1",,55.193324,30.225159,банкомат
БелВЭБ,"Витебск, просп. Фрунзе, 81, корп. 33",,55.191932,30.251634,банкомат
Беларусбанк,"Витебск, ул. Берестеня, 7, помещение 80",Банк,55.198078,30.239934,отделение банка
Беларусбанк,"Витебск, ул. Лазо, 119, отдел 200/2033",Банк,55.200553,30.264292,отделение банка
Белагропромбанк,"д. Лужесно, Спортивная ул., 4А, магазин ""Родный Кут""",,55.254815,30.138918,банкомат
Беларусбанк,"Витебск, Партизанская ул., 3А, УП Центр недвижимости г.Витебска",,55.287793,30.256396,банкомат
Беларусбанк,"Витебск, Центральная ул., 10А, отдел №200/2022",Банк,55.299906,30.306316,отделение банка
Белагропромбанк,"д. Тригубцы, 1А, Центр банковских услуг №202",,55.318004,30.245548,банкомат
Белагропромбанк,"Витебский район, Мазоловский сельсовет, деревня Тригубцы, Здание столовой ОАО ""Витебская бройлерная птицефабрика""",,55.319781,30.245853,банкомат
