name,address,category,lat,lon,query
Беларусбанк,"ул. Космонавтов, 2",,53.912316,30.318911,банкомат
Альфа-Банк,"Первомайская ул., 42",,53.909251,30.340186,банкомат
Сбер Банк,"Тимирязевская ул., 21, в отделении ДО №652, этаж 1",,53.911775,30.341457,банкомат
Белинвестбанк,"просп. Мира, 6",,53.910279,30.332998,банкомат
Альфа-Банк,"ул. Миронова, 4, этаж 1",,53.905531,30.342757,банкомат
Белагропромбанк,"Первомайская ул., 57, этаж 1",,53.904298,30.339345,банкомат
Беларусбанк,"ул. Калиновского, 31, отдел №700/7016",,53.929271,30.261585,банкомат
Белагропромбанк,"Тимирязевская ул., 25Б, Минский Рынок",,53.912119,30.338317,банкомат
Paritetbank,"Первомайская ул., 69, этаж 1",,53.907944,30.340572,банкомат
Беларусбанк,"просп. Мира, 10, отдел №700/7022",,53.909514,30.334293,банкомат
Банк ВТБ,"Ленинская ул., 61",,53.904609,30.34331,банкомат
БелВЭБ,"ул. Челюскинцев, 65",,53.892228,30.304421,банкомат
Беларусбанк,"Первомайская ул., 31, отдел №700/7025",,53.902682,30.338147,банкомат
Белинвестбанк,"ул. Карла Маркса, 15",,53.897898,30.341636,банкомат
БелВЭБ,"Пожарный пер., 17",,53.898334,30.337124,банкомат
Беларусбанк,"Ленинская ул., 93, этаж 1",,53.91322,30.347673,банкомат
Беларусбанк,"просп. Мира, 43, Белорусско-Российский университет",,53.907973,30.343021,банкомат
Белинвестбанк,"Первомайская ул., 34А",,53.907272,30.33876,банкомат
Белгазпромбанк,"ул. Миронова, 4",,53.90532,30.342475,банкомат
Сбер Банк,"ул. Космонавтов, 34",,53.909063,30.312805,банкомат
Банк Решение,"Пожарный пер., 1А",Банк,53.89941,30.334709,банкомат
Белгазпромбанк,"Привокзальная площадь, 4Б, этаж 1",,53.925667,30.339763,банкомат
Банк ВТБ,"Ленинская ул., 91",,53.911718,30.346795,банкомат
Сбер Банк,"Привокзальная площадь, 1, Бывший пункт обмена валюты",,53.926727,30.338259,банкомат
Банк РРБ,"Первомайская ул., 9",,53.898065,30.333112,банкомат
"Беларусбанк, Атм","Быховская ул., 6В",,53.89501,30.323903,банкомат
Белагропромбанк,"ул. Космонавтов, 39А, Здание, магазин ""Каравай""",,53.903186,30.300642,банкомат
Беларусбанк,"Ямницкая ул., 97Б, ТЦ Санта",,53.895,30.26875,банкомат
Беларусбанк,"Первомайская ул., 71А, Могилевское областное управление 700",,53.909961,30.34354,банкомат
Neo Bank,"Первомайская ул., 31",Банк,53.901841,30.336933,банкомат
Белагропромбанк,"просп. Мира, 16",,53.909277,30.33711,банкомат
Белинвестбанк,"Первомайская ул., 61, этаж 1",,53.905612,30.339001,банкомат
"Белагропромбанк, банкомат","ул. Езерской, 4А",,53.910764,30.34413,банкомат
Беларусбанк,"Первомайская ул., 34А, ТЦ Магнит",,53.907211,30.338965,банкомат
Белинвестбанк,"Первомайская ул., 29А, этаж 2",,53.900922,30.336536,банкомат
Белагропромбанк,"Ленинская ул., 48",,53.903472,30.341632,банкомат
Белагропромбанк,"ул. Орловского, 1А",,53.915345,30.320923,банкомат
Белгазпромбанк,"ул. Миронова, 4, этаж 1",,53.905562,30.34231,банкомат
Сбер Банк,"ул. Якубовского, 90",,53.919415,30.286835,банкомат
Беларусбанк,"ул. Крыленко, 10, ТЦ Панорама",,53.907822,30.33602,банкомат
"Беларусбанк, банкомат","ул. Космонавтов, 2",,53.912319,30.318927,банкомат
"Белагропромбанк, банкомат","ул. Орловского, 1А",,53.915329,30.321046,банкомат
Белгазпромбанк,"ул. Миронова, 4, этаж 1",,53.905311,30.342392,банкомат
Решение,"Пожарный пер., 1А",,53.899386,30.334799,банкомат
Белинвестбанк,"ул. Якубовского, 37",,53.918317,30.30881,банкомат
Сбер Банк,"Первомайская ул., 77",,53.912028,30.341515,банкомат
Беларусбанк,"Привокзальная площадь, 1, этаж 1",,53.926359,30.338624,банкомат
Белгазпромбанк,"ул. Якубовского, 90",,53.919415,30.286835,банкомат
БелВЭБ,"Пожарный пер., 17, ОАО ""Банк БелВЭБ""",,53.898337,30.337053,банкомат
Белаграпрамбанк,"просп. Мира, 55А",,53.906695,30.349532,банкомат
Беларусбанк,"Ленинская ул., 23А",,53.89725,30.335912,банкомат
Приорбанк,"Первомайская ул., 63А",,53.906239,30.339902,банкомат
Банк ВТБ,"Ленинская ул., 54",,53.904839,30.343191,банкомат
БелВЭБ,"Пожарный пер., 17",,53.898273,30.337185,банкомат
БелВЭБ,"Привокзальная площадь, 1",,53.926345,30.338585,банкомат
Белагропромбанк,"просп. Мира, 16",,53.909289,30.336965,банкомат
Приорбанк,"ул. Якубовского, 37, магазин №47 Белмаркет",,53.918296,30.309239,банкомат
"Белинвестбанк, банкомат","ул. Якубовского, 37",,53.918368,30.308651,банкомат
БелВЭБ,"ул. Миронова, 21, корп. 2",,53.906835,30.342126,банкомат
Технобанк,"2-й Крутой пер., 3А",,53.90118,30.33317,банкомат
Сбер Банк,"Первомайская ул., 57",,53.90404,30.339341,банкомат
Альфа-Банк,"Первомайская ул., 57, ТЦ Атриум",,53.90404,30.339341,банкомат
Альфа-Банк,"ул. Миронова, 4",,53.905435,30.34218,банкомат
Приорбанк,"ул. Циолковского, 11, ОО БелТИЗ",,53.909535,30.319461,банкомат
Сбер Банк,"Привокзальная площадь, 1",,53.926351,30.338479,банкомат
Беларусбанк,"ул. Курако, 28, ОАО Могилевский металлургический завод",,53.917348,30.353595,банкомат
Белгазпромбанк,"ул. Миронова, 4, этаж 1",,53.905456,30.342217,банкомат
Приорбанк,"Первомайская ул., 63, ЦБУ 300 Приорбанк ОАО",,53.906448,30.339763,банкомат
Банкомат,"ул. Курако, 28",,53.917347,30.353594,банкомат
Приорбанк,"Первомайская ул., 57, ТЦ Атриум",,53.90404,30.339341,банкомат
Сбер Банк,"Комиссариатский пер., 5",,53.904416,30.335541,банкомат
Альфа-Банк,"ул. Миронова, 4, корп. 1",Банк,53.905435,30.34218,банкомат
Белинвестбанк,"Первомайская ул., 29А",,53.900975,30.336543,банкомат
Беларусбанк,"Могилёв, Привокзальная ул., 22, отдел №700/7005",Банк,53.929949,30.335997,отделение банка
Белагропромбанк,"Могилёв, просп. Мира, 16, Центр банковских услуг №603/2",Банк,53.90929,30.336964,отделение банка
Белагропромбанк,"ул. Орловского, 1А, Могилёв",Банк,53.915321,30.32112,отделение банка
Белинвестбанк,"Могилёв, Первомайская ул., 29А, этаж 2",Банк,53.90095,30.336557,отделение банка
Банк Решение,"Могилёв, Пожарный пер., 1А",Банк,53.89941,30.334709,отделение банка
Беларусбанк,"Могилёв, Первомайская ул., 42, магазин Квартал вкуса №3",,53.910425,30.340451,банкомат
Сбер Банк,"Могилёв, Тимирязевская ул., 21, в отделении ДО №652, этаж 1",,53.911775,30.341457,банкомат
МТБАНК,"Могилёв, ул. Миронова, 6",,53.905314,30.343114,банкомат
Белагропромбанк,"Могилёв, Тимирязевская ул., 25Б, Минский Рынок",,53.912119,30.338317,банкомат
Банк ВТБ,"Могилёв, Ленинская ул., 91",,53.911718,30.346795,банкомат
