name,address,category,lat,lon,query
Атм Белинвестбанк,"просп. Космонавтов, 81, этаж 1",,53.672083,23.86258,банкомат
Приорбанк,"ул. Лизы Чайкиной, 51, ""Белпочта"", отдел №27",,53.66635,23.788148,банкомат
Белагропромбанк,"ул. Щорса, 11А, этаж 1",,53.679141,23.851641,банкомат
"Беларусбанк, банкомат","ул. Будённого, 37",,53.686366,23.848403,банкомат
Приорбанк,"Мостовая ул., 37, ЦБУ 600 Приорбанк ОАО",,53.674218,23.828064,банкомат
Белгазпромбанк,"просп. Янки Купалы, 16А, этаж 1",,53.662766,23.835032,банкомат
Технобанк,"просп. Космонавтов, 81, этаж 1",,53.672293,23.862665,банкомат
Беларусбанк,"просп. Янки Купалы, 16А, этаж 1",,53.663498,23.833322,банкомат
Белгазпромбанк,"ул. Максима Горького, 60",,53.694884,23.821444,банкомат
МТБанк,"ул. Карла Маркса, 44, Рядом с РКЦ №32",,53.677076,23.839805,банкомат
ВТБ,"ул. Антонова, 21, этаж 1",,53.674455,23.840567,банкомат
Приорбанк,"просп. Космонавтов, 81, этаж 1",,53.672605,23.863673,банкомат
Белгазпромбанк,"просп. Космонавтов, 81, этаж 1",,53.672698,23.863636,банкомат
Банкомат,"бул. Ленинского Комсомола, 26А",,53.697991,23.811226,банкомат
Белинвестбанк,"ул. Советских Пограничников, 92",,53.670819,23.8089,банкомат
БелВЭБ,"ул. Соломовой, 82, этаж 1",,53.663345,23.784715,банкомат
Беларусбанк,"ул. Стефана Батория, 10, магазин Батория Справа от входа",,53.67725,23.830528,банкомат
СберБанк,"просп. Космонавтов, 66, этаж 1",,53.674001,23.868056,банкомат
Альфа-Банк,"ул. Советских Пограничников, 110А",,53.67186,23.798725,банкомат
Беларусбанк,"ул. Будённого, 37",,53.686833,23.848861,банкомат
Приорбанк,"ул. Антонова, 2, магазин Цветы",,53.676346,23.842249,банкомат
Белагропромбанк,"ул. Советских Пограничников, 110, этаж 1",Инфокиоск,53.671094,23.799904,банкомат
Белинвестбанк,"бул. Ленинского Комсомола, 44",,53.697002,23.805091,банкомат
Белагропромбанк,"ул. Советских Пограничников, 110, Зона самообслуживания",,53.671006,23.799766,банкомат
Приорбанк,"ул. Максима Горького, 24, РУП Белпочта Отделение почтовой связи №29",,53.692701,23.823007,банкомат
Приорбанк,"ул. Тимирязева, 8, Гипермаркет Евроопт",,53.68867,23.845402,банкомат
Технобанк,"просп. Янки Купалы, 16А",,53.663425,23.834613,банкомат
Технобанк,"бул. Ленинского Комсомола, 7А",,53.69944,23.814653,банкомат
Сбер Банк,"ул. Лизы Чайкиной, 45",,53.665362,23.789958,банкомат
Белинвестбанк,"ул. Дзержинского, 2/1, этаж 1",,53.686035,23.834667,банкомат
"Альфа-банк, отделение","ул. Максима Горького, 47",Банк,53.690424,23.826025,банкомат
Приорбанк,"ул. Лизы Чайкиной, 51, РУП Белпочта, Отделение почтовой связи №27",,53.666013,23.788943,банкомат
Беларусбанк,"ул. Калиновского, 5, этаж 1",,53.690625,23.821363,банкомат
Приорбанк,"просп. Космонавтов, 81, ТЦ Корона",,53.672212,23.86318,банкомат
Приорбанк,"ул. Соломовой, 131, Торговый центр",,53.660502,23.781631,банкомат
Беларусбанк,"ул. Соломовой, 70",,53.667111,23.788889,банкомат
Беларусбанк,"просп. Космонавтов, 10Б, этаж 1",Инфокиоск,53.675503,23.85293,банкомат
Paritetbank,"Гродно, Мостовая ул., 31, этаж 1",Банк,53.677141,23.828707,отделение банка
Статусбанк,"Гродно, ул. Ожешко, 14",Банк,53.683092,23.834201,отделение банка
Беларусбанк,"Гродно, Новооктябрьская ул., 5, Областное управление 400",Банк,53.669026,23.827676,отделение банка
Альфа-Банк,"Гродно, ул. Максима Горького, 47",Банк,53.690549,23.82574,отделение банка
Банк РРБ,"Гродно, Большая Троицкая ул., 17, помещение 3",Банк,53.681917,23.829508,отделение банка
МТБАНК,"ул. Ленина, 5/1",Банк,53.679697,23.841741,отделение банка
Технобанк,"бул. Ленинского Комсомола, 7А",Банк,53.699409,23.814688,отделение банка
Беларусбанк,"ул. Будённого, 37, этаж 3",Банк,53.686398,23.848403,отделение банка
"МТБАНК, отделения","ул. Карла Маркса, 44, Расчётно-кассовый центр №32",Банк,53.677076,23.839805,отделение банка
Беларусбанк,"ул. Фолюш, 15/204А, отдел №400/4016",Банк,53.661878,23.781963,отделение банка
Беларусбанк,"ул. Пушкина, 31А, отдел №400/4020",Банк,53.696697,23.834186,отделение банка
