name,address,category,lat,lon,query
Беларусбанк,"Гомель, ул. Барыкина, 94, отдел №300/3076",Банк,52.418366,30.974658,отделение банка
Беларусбанк,"Гомель, ул. Барыкина, 161, отдел №300/3008",Банк,52.420569,30.959757,отделение банка
Приорбанк,"Гомель, Красноармейская ул., 3А",Банк,52.430878,30.998162,отделение банка
Альфа-Банк,"Гомель, Речицкий просп., 5В, этаж 1",Банк,52.416596,30.961151,отделение банка
Альфа-Банк,"Гомель, просп. Ленина, 51",Банк,52.429947,30.996602,отделение банка
Белгазпромбанк,"Гомель, просп. Октября, 22А",Банк,52.408853,30.963302,отделение банка
Paritetbank,"Гомель, просп. Победы, 20",Банк,52.431703,30.99537,отделение банка
Белорусский народный банк,"Гомель, просп. Победы, 12Б, этаж 1",Банк,52.433175,31.000682,отделение банка
Беларусбанк,"Гомель, Быховская ул., 115, отдел №300/3007",Банк,52.411387,30.974293,отделение банка
Беларусбанк,"Гомель, Новополесская ул., 3, отдел №300/3001",Банк,52.440488,31.001282,отделение банка
Банк Дабрабыт,"Гомель, просп. Ленина, 34",Банк,52.429558,30.996649,отделение банка
"Беларусбанк, инфокиоск","Гомель, ул. Карповича, 21",Банк,52.427609,30.995979,отделение банка
Белагропромбанк,"Гомель, ул. Гагарина, 65, этаж 1",,52.423943,30.998226,банкомат
Беларусбанк,"Гомель, пр. Чачина, 2/1, Фонд социальной защиты населения",,52.424294,31.00216,банкомат
Беларусбанк,"Гомель, Интернациональная ул., 30, Гомельская таможня Адм. Здание. . Слева от входа в торце здания, этаж 1-й",,52.418326,31.002848,банкомат
Беларусбанк,"Гомель, ул. Гагарина, 36, магазин MART INN Слева от входа",,52.421286,31.003347,банкомат
Беларусбанк,"Гомель, ул. Карповича, 28, отдел №300/3003",,52.425571,30.999691,банкомат
Приорбанк,"Гомель, ул. Карповича, 28, этаж 1",,52.425519,30.999383,банкомат
Беларусбанк,"Гомель, Советская ул., 27, Государственный цирк",,52.434347,31.009223,банкомат
Белинвестбанк,"Гомель, ул. Гагарина, 65, этаж 1",,52.42402,30.998019,банкомат
ATM Белинвестбанк,"Гомель, ул. Карповича, 28",,52.425646,30.998416,банкомат
Сбер Банк,"Гомель, просп. Ленина, 10",,52.42501,31.008416,банкомат
Беларусбанк,"Гомель, ул. Курчатова, 1",,52.434074,30.993072,банкомат
Банк Решение,"Гомель, просп. Ленина, 26",Банк,52.428188,30.999793,банкомат
Банк РРБ,"Гомель, Крестьянская ул., 41",,52.42469,30.999142,банкомат
Беларусбанк,"Гомель, просп. Ленина, 19, отдел 300/3009",,52.425168,31.009382,банкомат
Сбер Банк,"Гомель, Советская ул., 58, Пункт обслуживания клиентов №15 ОАО «Сбер Банк»",,52.438951,31.004469,банкомат
Банк ВТБ,"Гомель, Советская ул., 32А, РД 600",,52.431741,31.009996,банкомат
Белгазпромбанк,"Гомель, ул. Пушкина, 2, этаж 1",Банк,52.433446,31.010511,банкомат
Беларусбанк,"ул. Барыкина, 127, Кинотеатр Октябрь",,52.419054,30.976535,банкомат
Белагропромбанк,"ул. 60 лет СССР, 14, корп. 1",,52.405678,30.982626,банкомат
Альфа-Банк,"Речицкий просп., 5В, этаж 1",,52.416639,30.961079,банкомат
Сбер Банк,"Речицкий просп., 5В, ТЦ ""Мандарин Плаза"", этаж 1",,52.416326,30.960524,банкомат
Беларусбанк,"ул. Барыкина, 161, отдел 300/134",,52.42054,30.959715,банкомат
Сбер Банк,"просп. Октября, 41, магазин ""Ласточка""",,52.406172,30.954302,банкомат
"Белгазпромбанк, банкомат","Речицкий просп., 5В, этаж 1",,52.41681,30.961622,банкомат
Белагропромбанк,"Речицкий просп., 5В, этаж 1",,52.416345,30.960506,банкомат
Белгазпромбанк,"просп. Октября, 22А",,52.408867,30.963256,банкомат
Беларусбанк,"ул. Жукова, 40А, отдел 300/3019",,52.406723,30.967562,банкомат
Беларусбанк,"Речицкий просп., 16, отдел 300/3006",,52.415486,30.960893,банкомат
Беларусбанк,"просп. Октября, 67",,52.405448,30.948511,банкомат
Банк ВТБ,"Речицкий просп., 5В, этаж 1",,52.416821,30.961614,банкомат
